# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YNL199C	XIV	264926	266530	-	1605	3790	2113	1539	2443	2248	2726
gene:YNL198C	XIV	266514	266816	-	303	71	30	43	58	44	51
gene:YNL197C	XIV	267608	269593	-	1986	4761	3335	4096	3107	2445	3343
gene:YNL196C	XIV	270275	271171	-	897	15901	10303	926	1448	1537	1166
gene:YNL195C	XIV	271523	272308	-	786	22802	35939	34468	11265	11164	10776
gene:YNL194C	XIV	272710	273615	-	906	15411	25410	24222	12153	12156	11228
gene:YNL193W	XIV	274368	276044	+	1677	3618	2786	2333	3835	3907	4174
gene:YNL192W	XIV	276502	279897	+	3396	5814	3833	4474	8325	6751	8206
gene:YNL191W	XIV	280432	281505	+	1074	14337	7187	5614	7530	8164	7912
gene:YNL190W	XIV	282395	283009	+	615	18198	15463	17623	19592	20390	23556
gene:YNL189W	XIV	284260	285888	+	1629	14018	9351	7584	10003	9687	11917
gene:YNL188W	XIV	286308	287609	+	1302	1738	933	457	481	476	767
gene:YNL187W	XIV	287994	289067	+	1074	1510	1402	1188	990	758	940
gene:YNL186W	XIV	289498	291876	+	2379	13202	7012	5598	9182	8342	11273
gene:YNL185C	XIV	292193	292669	-	477	278	359	301	374	492	437
gene:YNL184C	XIV	292557	292883	-	327	1	0	0	1	0	1
gene:YNL183C	XIV	293137	295509	-	2373	9143	6680	6653	6085	5191	6411
gene:YNL182C	XIV	295960	297627	-	1668	5639	1366	1075	6481	6592	7657
gene:YNL181W	XIV	298335	299558	+	1224	4163	2364	1327	2033	2015	2286
gene:YNL180C	XIV	299654	300649	-	996	19477	12030	4830	8609	9586	11491
gene:YNL179C	XIV	300666	301103	-	438	1544	1043	565	962	861	942
gene:YNL178W	XIV	302680	303402	+	723	19018	12289	12227	39984	50836	35248
gene:YNL177C	XIV	303686	304615	-	930	2704	1580	877	1768	1596	2170
gene:YNL176C	XIV	305070	306980	-	1911	4508	2702	2848	4265	3422	4411
gene:YNL175C	XIV	307401	308612	-	1212	4326	798	659	4380	4410	5345
gene:YNL174W	XIV	308074	308646	+	573	0	2	0	1	4	3
gene:YNL173C	XIV	308957	310057	-	1101	6172	4906	3727	2780	2916	3589
gene:YNL172W	XIV	310636	315882	+	5247	15424	10619	10682	6540	5224	5893
gene:YNL171C	XIV	315629	315997	-	369	1	3	5	5	4	6
gene:YNL170W	XIV	315978	316373	+	396	963	818	398	401	328	369
gene:YNL169C	XIV	316169	317671	-	1503	1745	1210	1088	2261	2104	2505
gene:YNL168C	XIV	318030	318809	-	780	2676	2987	3653	3477	3165	3593
gene:YNL167C	XIV	319416	321359	-	1944	3577	2698	2251	1607	1483	2062
gene:YNL166C	XIV	322219	323565	-	1347	1868	972	396	902	1001	1229
gene:YNL165W	XIV	323832	325052	+	1221	1120	1065	750	659	764	831
gene:YNL164C	XIV	325265	326320	-	1056	1703	964	586	967	867	1042
gene:YNL163C	XIV	326741	330073	-	3333	7804	3375	4265	9296	7681	10295
gene:YNL162W-A	XIV	330329	330547	+	219	254	148	128	258	397	375
gene:YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	2986	2429	1015	3680	7172	3947
gene:YNL161W	XIV	332597	334867	+	2271	4738	2787	2354	2763	2733	3327
gene:YNL160W	XIV	336545	337609	+	1065	33407	40248	51009	15088	17839	20878
gene:YNL159C	XIV	338478	339347	-	870	1955	2161	1804	1250	1142	1357
gene:YNL158W	XIV	339612	340208	+	597	1264	885	654	1221	1008	1409
gene:YNL157W	XIV	340352	340858	+	507	4372	4428	1765	3305	3348	3678
gene:YNL156C	XIV	341069	341968	-	900	3455	3240	2379	2523	2982	3375
gene:YNL155W	XIV	342516	343340	+	825	30552	18966	4604	6067	6424	4116
gene:YNL154C	XIV	343636	345276	-	1641	12899	6924	5329	9720	8099	9820
gene:YNL153C	XIV	345669	346058	-	390	1627	910	402	1159	1296	1297
gene:YNL152W	XIV	346313	347542	+	1230	1090	772	827	911	789	947
gene:YNL151C	XIV	347766	348521	-	756	538	306	240	679	582	769
gene:YNL150W	XIV	349251	349658	+	408	9	14	5	8	4	3
gene:YNL149C	XIV	349367	349756	-	390	4586	4025	1535	2216	2516	2183
gene:YNL148C	XIV	349907	350671	-	765	325	308	269	203	133	198
gene:YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	1609	1234	323	746	964	843
gene:YNL146C-A	XIV	351386	351580	-	195	18	9	12	19	17	7
gene:YNL146W	XIV	351715	352017	+	303	269	350	177	135	143	162
gene:YNL145W	XIV	352414	352530	+	117	77	75	37	50	51	30
gene:YNL144C	XIV	352820	355042	-	2223	7062	6321	5500	4888	4383	4983
gene:YNL144W-A	XIV	353061	353144	+	84	2	2	0	0	2	0
gene:YNL143C	XIV	356794	357186	-	393	78	78	61	99	99	76
gene:YNL142W	XIV	357453	358952	+	1500	2544	820	2335	21821	18303	16598
gene:YNL141W	XIV	359596	360639	+	1044	3473	801	1111	11612	11985	11408
gene:YNL140C	XIV	360917	361486	-	570	14	9	7	4	5	8
gene:YNL139C	XIV	360924	365717	-	4794	8148	4460	6215	6402	5261	6650
gene:YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	360	483	240	348	451	399
gene:YNL138W	XIV	366741	368321	+	1581	5095	4858	3357	3918	4378	5169
gene:YNL137C	XIV	368595	370055	-	1461	4712	3002	2494	3279	2890	3751
gene:YNL136W	XIV	370368	371645	+	1278	349	243	223	260	196	253
gene:YNL135C	XIV	371882	372226	-	345	4171	8080	5353	5258	7931	4614
gene:YNL134C	XIV	372451	373581	-	1131	3595	3796	3860	3442	3515	4223
gene:YNL133C	XIV	374171	374692	-	522	826	561	287	469	526	575
gene:tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	2	1	3	2	2	3
gene:YNL132W	XIV	375321	378491	+	3171	6517	1779	1871	11233	10545	12496
gene:YNL131W	XIV	378767	379225	+	459	3056	4066	2137	3268	3908	3712
gene:YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	2030	3262	2498	3686	3850	3440
gene:YNL130C-A	XIV	381245	381391	-	147	50	43	12	11	9	8
gene:YNL129W	XIV	381480	382202	+	723	550	328	139	448	554	564
gene:YNL128W	XIV	382359	383663	+	1305	2461	1949	1028	846	670	604
gene:YNL127W	XIV	383987	386848	+	2862	4596	3557	3628	3052	2552	3452
gene:YNL126W	XIV	387227	389767	+	2541	4953	3771	2342	1696	1618	2040
gene:YNL125C	XIV	390146	392167	-	2022	6485	6802	4917	7724	7524	7717
gene:YNL124W	XIV	392892	394370	+	1479	2523	1271	1438	3464	3398	4394
gene:YNL123W	XIV	394685	397678	+	2994	10078	4881	4887	10730	9494	12706
gene:YNL122C	XIV	398023	398370	-	348	835	953	308	522	801	529
gene:YNL121C	XIV	398684	400537	-	1854	20200	11168	9371	8936	7675	10019
gene:YNL120C	XIV	401033	401518	-	486	15	16	13	19	3	10
gene:YNL119W	XIV	401040	402521	+	1482	3584	1601	1363	4108	4032	4904
gene:YNL118C	XIV	402652	405564	-	2913	9563	5902	5307	5431	5041	6290
gene:YNL117W	XIV	406358	408022	+	1665	17204	6657	8799	56583	61700	60011
gene:YNL116W	XIV	408341	409909	+	1569	5673	4949	4668	4260	3697	4301
gene:YNL115C	XIV	410119	412053	-	1935	8251	7499	6823	2918	2743	3565
gene:YNL114C	XIV	412684	413055	-	372	24	23	24	35	44	39
gene:YNL113W	XIV	412771	413199	+	429	3535	1722	730	3152	3691	3634
gene:YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	16711	8523	13771	33152	27351	33216
gene:YNL111C	XIV	416940	417302	-	363	2372	2267	1036	2583	3288	3571
gene:YNL110C	XIV	417826	418488	-	663	6196	1853	539	4241	5301	5566
gene:YNL109W	XIV	418964	419509	+	546	87	108	86	55	66	66
gene:YNL108C	XIV	419014	419826	-	813	870	901	355	1092	1272	1540
gene:YNL107W	XIV	420098	420778	+	681	1563	1131	403	1074	1147	1422
gene:YNL106C	XIV	420944	424495	-	3552	4848	3671	3752	2464	1944	2548
gene:YNL105W	XIV	424155	424583	+	429	8	6	2	3	2	7
gene:YNL104C	XIV	424895	426754	-	1860	23825	21658	31034	56724	58710	57802
gene:YNL103W-A	XIV	426719	426808	+	90	7	2	1	3	2	3
gene:YNL103W	XIV	427735	429753	+	2019	14491	7053	5334	7477	6841	8017
gene:YNL102W	XIV	430087	434493	+	4407	7228	4408	3900	3131	3101	3773
gene:YNL101W	XIV	434999	437140	+	2142	6942	4812	5257	7812	6766	8184
gene:YNL100W	XIV	437613	438317	+	705	3052	3298	1718	3157	3618	3571
gene:YNL099C	XIV	438567	439283	-	717	2154	1522	785	1949	1878	2126
gene:YNL098C	XIV	439602	440570	-	969	3596	2893	1878	1957	2235	2503
gene:YNL097C-B	XIV	440797	440919	-	123	26	12	11	17	15	13
gene:YNL097C	XIV	441366	442358	-	993	3293	1902	1472	1670	1555	1917
gene:YNL097W-A	XIV	441431	441586	+	156	19	23	42	75	67	61
gene:tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	2	0	2	0	12	1
gene:YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	5958	2821	2443	9243	11485	10068
gene:YNL095C	XIV	444912	446840	-	1929	2743	1950	1499	1823	1457	1787
gene:YNL094W	XIV	447611	449374	+	1764	4515	3413	2787	4141	3350	4388
gene:YNL093W	XIV	449868	450530	+	663	1447	1372	1146	1060	1029	1097
gene:YNL092W	XIV	450871	452073	+	1203	1417	1541	1283	693	550	514
gene:YNL091W	XIV	452408	456130	+	3723	11459	7177	6448	8092	7135	8322
gene:YNL090W	XIV	456565	457143	+	579	753	697	444	637	617	685
gene:YNL089C	XIV	456693	457169	-	477	8	2	1	2	2	4
gene:YNL088W	XIV	457704	461990	+	4287	11269	5326	4684	5424	4306	6294
gene:YNL087W	XIV	462411	465947	+	3537	7899	3309	3131	6366	5892	6866
gene:YNL086W	XIV	466334	466642	+	309	357	440	337	378	431	357
gene:YNL085W	XIV	467131	469623	+	2493	15511	8269	6543	10963	11262	13206
gene:YNL084C	XIV	470053	471102	-	1050	6089	4005	2346	2424	2658	3364
gene:YNL083W	XIV	471377	472861	+	1485	1968	1405	1348	1776	1593	2073
gene:YNL082W	XIV	473391	476012	+	2622	2802	1845	1407	1064	901	1180
gene:YNL081C	XIV	476188	476619	-	432	1103	1131	480	883	909	931
gene:YNL080C	XIV	476932	478032	-	1101	4422	4051	2393	3458	3342	3189
gene:YNL079C	XIV	478566	479165	-	600	11788	7383	3814	4808	5568	5837
gene:YNL078W	XIV	479768	480991	+	1224	1994	1725	1651	1579	1599	1769
gene:YNL077W	XIV	481391	482977	+	1587	4720	5288	3940	2985	2875	2706
gene:YNL076W	XIV	483556	485310	+	1755	4541	2386	1809	3063	2962	3607
gene:YNL075W	XIV	485607	486479	+	873	2661	892	653	3731	3494	4436
gene:YNL074C	XIV	486766	488124	-	1359	4236	2916	2800	3464	2977	3554
gene:YNL073W	XIV	488386	490116	+	1731	2023	1729	1638	1914	1611	1930
gene:YNL072W	XIV	490317	491240	+	924	509	457	371	472	555	475
gene:YNL071W	XIV	491523	492971	+	1449	17354	14860	10547	12642	12078	12706
gene:YNL070W	XIV	493366	493548	+	183	1587	2435	492	1665	2076	1150
gene:YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	9242	6557	5108	17039	24801	18904
gene:YNL068C	XIV	495701	498289	-	2589	5272	2928	2429	2736	2553	3561
gene:YNL067W-A	XIV	498538	498684	+	147	1	0	0	2	1	0
gene:YNL067W-B	XIV	499417	499557	+	141	11	14	8	15	5	15
gene:YNL067W	XIV	499681	500256	+	576	8299	7542	8719	11752	15733	12594
gene:YNL066W	XIV	501515	502777	+	1263	560	850	1101	1028	1159	1199
gene:YNL065W	XIV	503724	505484	+	1761	2455	1949	2744	12745	10017	13299
gene:YNL064C	XIV	505868	507097	-	1230	13920	5484	4261	13178	12576	15229
gene:YNL063W	XIV	507758	508702	+	945	493	575	414	581	634	628
gene:YNL062C	XIV	508776	510212	-	1437	3037	986	1061	4564	4756	5888
gene:YNL061W	XIV	510540	512396	+	1857	11687	3026	3071	15297	14850	18125
gene:YNL059C	XIV	512668	514935	-	2268	4194	2446	1460	2045	1893	2410
gene:YNL058C	XIV	515763	516713	-	951	426	461	339	458	530	707
gene:YNL057W	XIV	516403	516735	+	333	187	111	59	155	156	176
gene:YNL056W	XIV	517249	517842	+	594	1226	872	343	1169	1425	1223
gene:YNL055C	XIV	517994	518845	-	852	29319	47500	51883	36053	41902	34255
gene:tD(GUC)N	XIV	519099	519169	-	71	4	4	4	10	2	8
gene:YNL054W	XIV	526086	529583	+	3498	9538	4906	4342	4842	3890	5008
gene:YNL053W	XIV	529942	531411	+	1470	2741	1911	1660	3451	3016	3322
gene:YNL052W	XIV	531725	532186	+	462	4317	6741	6206	9028	11560	7919
gene:YNL051W	XIV	532659	533870	+	1212	2257	1320	755	970	1098	1304
gene:YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	2280	942	409	1438	1599	1889
gene:YNL049C	XIV	535281	537911	-	2631	3465	2588	2358	2935	2743	3162
gene:YNL048W	XIV	538173	539819	+	1647	1624	1240	1177	1376	1161	1505
gene:YNL047C	XIV	539911	541881	-	1971	1311	959	966	1049	1044	1215
gene:YNL046W	XIV	542304	542822	+	519	195	236	202	355	279	266
gene:YNL045W	XIV	542963	544978	+	2016	4221	5840	6058	4033	4130	5589
gene:YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	4105	5055	3260	5349	5541	4561
gene:YNL043C	XIV	545589	545909	-	321	56	54	55	16	35	58
gene:tP(UGG)N1	XIV;XIV	547094;547161	547129;547196	+;+	72	0	0	0	0	0	0
gene:YNL042W-B	XIV	547113	547370	+	258	8	6	5	4	3	4
gene:YNL042W	XIV	548100	549290	+	1191	879	634	690	918	856	1096
gene:YNL041C	XIV	549468	551987	-	2520	4965	2811	2503	2259	2117	2848
gene:YNL040W	XIV	553380	554750	+	1371	4442	2998	2807	3085	2624	3195
gene:YNL039W	XIV	555048	556832	+	1785	2325	1204	979	1471	1275	1536
gene:YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	1020	726	308	770	824	790
gene:YNL037C	XIV	557920	559002	-	1083	8690	4720	4064	9720	10243	11218
gene:YNL036W	XIV	559814	560479	+	666	15577	14132	8406	20322	27941	23310
gene:tT(AGU)N2	XIV	560693	560765	-	73	0	1	2	0	2	2
gene:tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	2	2	2	0	0	0
gene:YNL035C	XIV	568522	569691	-	1170	1289	748	511	1586	1555	1624
gene:tI(AAU)N1	XIV	569867	569940	-	74	0	1	0	1	4	0
gene:YNL034W	XIV	570477	572315	+	1839	291	193	212	70	91	28
gene:YNL033W	XIV	572999	573853	+	855	60	43	31	27	20	7
gene:YNL032W	XIV	574506	575351	+	846	1414	881	548	925	954	1041
gene:YNL031C	XIV	575640	576050	-	411	9795	12337	5336	10112	11310	11541
gene:YNL030W	XIV	576727	577038	+	312	12380	12297	3862	8403	12582	10636
gene:YNL029C	XIV	577205	578773	-	1569	572	426	217	588	629	528
gene:YNL028W	XIV	578679	578996	+	318	5	8	4	8	4	0
gene:YNL027W	XIV	579580	581616	+	2037	5624	3146	2375	3871	3530	4199
gene:YNL026W	XIV	581920	583374	+	1455	4081	3601	2115	1961	1758	2023
gene:YNL025C	XIV	584320	585291	-	972	1246	1252	1166	905	902	1026
gene:NME1	XIV	585587	585926	+	340	5048	3137	14003	2617	3324	2268
gene:snR66	XIV	586090	586175	+	86	40	67	60	75	98	61
gene:YNL024C-A	XIV	586602	586820	-	219	304	496	276	687	799	531
gene:YNL024C	XIV	587107	587847	-	741	42	22	49	106	63	82
gene:YNL023C	XIV	588263	591160	-	2898	4817	2346	2430	5501	4681	5911
gene:YNL022C	XIV	591427	592899	-	1473	1430	573	572	2099	2054	2480
gene:YNL021W	XIV	593227	595347	+	2121	2813	1393	1416	3314	2831	3653
gene:YNL020C	XIV	595623	597539	-	1917	2434	1642	1723	2318	2039	2339
gene:YNL019C	XIV	598376	599230	-	855	1579	1304	920	829	640	353
gene:YNL018C	XIV	599936	601774	-	1839	2095	1604	1593	628	479	299
gene:YNL017C	XIV	602138	602476	-	339	0	1	15	1	2	0
gene:tI(AAU)N2	XIV	602312	602385	+	74	1	0	3	0	0	3
gene:YNL016W	XIV	602907	604268	+	1362	12725	6976	5640	10509	9767	13297
gene:YNL015W	XIV	605384	605611	+	228	1790	3978	1954	1342	1530	1645
gene:YNL014W	XIV	606319	609453	+	3135	49975	35690	38692	21357	17013	20605
gene:YNL013C	XIV	609133	609510	-	378	2	0	0	0	2	0
gene:YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	7088	5480	3506	1618	1649	1676
gene:YNL011C	XIV	611836	613170	-	1335	1305	1159	762	891	791	990
gene:YNL010W	XIV	613635	614360	+	726	2836	2415	1860	4269	5379	4719
gene:YNL009W	XIV	614821	616083	+	1263	5214	5423	3191	1424	1562	1646
gene:YNL008C	XIV	616211	618241	-	2031	2570	1899	1805	1573	1546	1870
gene:YNL007C	XIV	618507	619565	-	1059	3620	4102	2910	1769	1796	1792
gene:YNL006W	XIV	620067	620978	+	912	1640	1589	1260	1411	1314	1333
gene:YNL005C	XIV	621313	622428	-	1116	3739	2223	1456	2852	2849	3021
gene:YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	4084	1841	1525	4330	3833	4716
gene:YNL003C	XIV	624975	625829	-	855	1171	1553	1121	1473	1453	1670
gene:YNL002C	XIV	626174	627142	-	969	6436	1774	807	7404	7892	8733
gene:YNL001W	XIV	627456	628616	+	1161	1703	847	577	1729	1837	2314
gene:YNR001C	XIV	629622	631061	-	1440	45026	35254	27822	30349	29159	30591
gene:YNR001W-A	XIV	631263	631481	+	219	2	4	0	3	0	1
gene:tP(AGG)N	XIV	631846	631917	-	72	10	3	11	5	9	9
gene:tN(GUU)N2	XIV	632599	632672	+	74	2	3	1	1	1	4
gene:YNR002C	XIV	633008	633856	-	849	2126	3216	2506	7371	8814	5860
gene:YNR003C	XIV	634344	635297	-	954	2302	1114	881	2770	2698	2568
gene:YNR003W-A	XIV	634420	634518	+	99	2	8	6	11	14	5
gene:YNR004W	XIV	635943	636383	+	441	356	391	269	406	497	459
gene:YNR005C	XIV	636931	637335	-	405	0	0	1	1	2	0
gene:YNR006W	XIV	636986	638854	+	1869	4614	2619	2940	3789	3171	4033
gene:YNR007C	XIV	639182	640114	-	933	2746	2141	1312	995	925	998
gene:YNR008W	XIV	640396	642381	+	1986	1607	867	858	1049	888	1042
gene:YNR009W	XIV	642690	643439	+	750	647	552	257	178	187	247
gene:YNR010W	XIV	643744	644193	+	450	580	541	357	546	656	622
gene:YNR011C	XIV	644320	646950	-	2631	2287	1306	1434	2056	1729	2375
gene:YNR012W	XIV	647432	648937	+	1506	2152	900	872	3357	2962	3435
gene:YNR013C	XIV	649028	651712	-	2685	4038	3251	4345	5435	5241	7133
gene:YNR014W	XIV	652465	653103	+	639	1407	1351	1097	1425	1272	1289
gene:YNR015W	XIV	653387	654541	+	1155	2219	1137	683	2662	3022	2743
gene:YNR016C	XIV	654673	661374	-	6702	68575	38897	48381	101008	88024	120321
gene:YNR017W	XIV	662913	663581	+	669	2179	1392	878	2616	2952	3275
gene:YNR018W	XIV	664270	664944	+	675	3249	2355	1479	5057	6682	6153
gene:YNR019W	XIV	665339	667267	+	1929	7964	7952	5853	4698	4131	4881
gene:YNR020C	XIV	667410	668222	-	813	263	159	89	247	219	274
gene:YNR021W	XIV	668377	669591	+	1215	5397	3938	3102	4524	5281	6016
gene:YNR022C	XIV	669774	670193	-	420	1468	1193	333	695	898	1018
gene:YNR023W	XIV	670418	672118	+	1701	2262	1435	1212	1708	1627	2019
gene:YNR024W	XIV	672409	672969	+	561	1048	440	136	620	523	679
gene:YNR025C	XIV	672702	673061	-	360	380	208	86	224	250	222
gene:YNR026C	XIV	673274	674689	-	1416	5507	3049	2326	3358	2848	3141
gene:YNR027W	XIV	674923	675876	+	954	699	509	442	1455	1415	1648
gene:YNR028W	XIV	676177	677103	+	927	2690	2376	1373	2158	2459	2609
gene:YNR029C	XIV	677199	678488	-	1290	1349	793	501	1315	1168	1297
gene:YNR030W	XIV	678799	680454	+	1656	3085	2626	2287	2453	2302	3023
gene:YNR031C	XIV	680694	685433	-	4740	8121	4916	6439	5755	4525	6180
gene:YNR032W	XIV	686010	687116	+	1107	1437	1521	1068	1707	1422	1729
gene:YNR032C-A	XIV	687243	687464	-	222	271	462	148	274	353	257
gene:YNR033W	XIV	687635	689998	+	2364	1940	1904	1908	2199	1886	2484
gene:YNR034W	XIV	690321	691286	+	966	16283	13483	7383	7049	6288	4077
gene:YNR034W-A	XIV	692561	692857	+	297	2703	9499	4308	2001	2907	2759
gene:YNR035C	XIV	693019	694047	-	1029	4498	4861	2903	4185	4405	5150
gene:YNR036C	XIV	694361	694822	-	462	637	980	886	1163	1399	1097
gene:YNR037C	XIV	695052	695327	-	276	450	481	250	472	706	476
gene:YNR038W	XIV	695595	697484	+	1890	4500	1940	1844	5339	5135	6760
gene:YNR039C	XIV	697614	699431	-	1818	3469	2620	1784	2738	2597	2891
gene:YNR040W	XIV	699690	700460	+	771	474	406	262	338	466	385
gene:YNR041C	XIV	700541	701659	-	1119	440	464	554	1307	1389	1321
gene:YNR042W	XIV	701238	701666	+	429	32	15	17	11	23	31
gene:YNR043W	XIV	701895	703085	+	1191	4895	4334	4339	5778	5774	7071
gene:YNR044W	XIV	703699	705876	+	2178	452	367	494	240	263	301
gene:YNR045W	XIV	706139	707608	+	1470	2888	2288	1940	1797	1704	1950
gene:YNR046W	XIV	707788	708195	+	408	2284	1561	1259	2621	3056	2346
gene:YNR047W	XIV	708523	711204	+	2682	9342	6583	8283	7098	6118	7164
gene:YNR048W	XIV	711630	712811	+	1182	1452	1401	983	1331	1313	1547
gene:YNR049C	XIV	713023	713655	-	633	1518	1106	514	1147	1280	1244
gene:YNR050C	XIV	714048	715388	-	1341	2980	2589	2102	4701	4566	6484
gene:snR49	XIV	716120	716284	+	165	1460	439	2004	474	554	571
gene:YNR051C	XIV	716780	718327	-	1548	4997	2438	1881	3114	2801	3856
gene:YNR052C	XIV	719346	720647	-	1302	3027	2007	2075	3417	2958	3432
gene:YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	8664	3172	3451	11022	10707	14171
gene:snR191	XIV	721938	722211	-	274	343	322	923	403	565	469
gene:YNR054C	XIV	723356	724306	-	951	1053	303	200	1370	1331	1338
gene:tL(UAA)N	XIV	726134	726217	-	84	0	0	0	0	3	2
gene:YNR055C	XIV	728426	730186	-	1761	2996	2459	2321	4570	4629	4452
gene:YNR056C	XIV	731618	733303	-	1686	15458	18378	21575	13621	10716	15252
gene:YNR057C	XIV	733356	734069	-	714	1497	1835	1801	2046	2154	2113
gene:YNR058W	XIV	734291	735733	+	1443	7556	5743	6171	8145	7809	10155
gene:YNR059W	XIV	736803	738545	+	1743	1561	1086	783	1374	1179	1381
gene:YNR060W	XIV	739951	742110	+	2160	361	399	281	342	270	340
gene:YNR061C	XIV	742881	743540	-	660	1412	2263	1972	1351	1465	1451
gene:YNR062C	XIV	744360	745343	-	984	33	58	72	39	26	54
gene:YNR063W	XIV	746943	748766	+	1824	786	427	501	898	641	780
gene:YNR064C	XIV	749136	750008	-	873	704	1040	868	457	500	547
gene:YNR065C	XIV	750350	753700	-	3351	2041	1353	1564	1889	1508	2042
gene:YNR066C	XIV	753725	755035	-	1311	750	530	769	992	718	975
gene:YNR067C	XIV	755746	759099	-	3354	6254	5320	8529	5990	5801	7303
gene:YNR068C	XIV	760067	760885	-	819	1124	865	782	742	555	733
gene:YNR069C	XIV	761123	762592	-	1470	1679	1242	1605	1363	1115	1225
gene:YNR070W	XIV	765375	769376	+	4002	4183	3787	4363	1264	1065	1146
gene:YNR071C	XIV	770440	771468	-	1029	616	697	523	445	435	670
gene:YNR072W	XIV	772657	774351	+	1695	34	20	16	62	72	108
gene:YNR073C	XIV	774792	776300	-	1509	637	696	535	509	705	731
gene:YNR074C	XIV	777602	778738	-	1137	2	2	3	2	0	2
gene:YNR075W	XIV	779916	781040	+	1125	118	90	109	314	256	334
gene:YNR075C-A	XIV	781511	781603	-	93	0	0	1	0	0	0
gene:YNR076W	XIV	781918	782280	+	363	55	39	29	35	24	33
gene:YNR077C	XIV	783287	783541	-	255	8	3	2	0	2	0
gene:YOL166W-A	XV	585	740	+	156	2	0	0	0	0	0
gene:YOL166C	XV	1000	1338	-	339	1	2	1	0	0	0
gene:YOL165C	XV	1647	2078	-	432	1	4	3	2	2	2
gene:YOL164W-A	XV	4130	4312	+	183	0	1	0	1	0	0
gene:YOL164W	XV	6175	8115	+	1941	3	6	0	2	4	3
gene:YOL163W	XV	9597	10106	+	510	0	0	1	1	0	3
gene:YOL162W	XV	10119	10766	+	648	0	5	0	0	1	0
gene:YOL161C	XV	11549	11911	-	363	71	54	27	14	28	13
gene:YOL160W	XV	14313	14654	+	342	17	38	16	13	11	13
gene:YOL159C-A	XV	15233	15505	-	273	219	212	104	210	216	175
gene:YOL159C	XV	17281	17796	-	516	247	449	204	207	314	244
gene:YOL158C	XV	19491	21311	-	1821	481	468	416	1450	1480	1444
gene:YOL157C	XV	22525	24294	-	1770	1190	1214	1275	1220	1316	1252
gene:YOL156W	XV	25273	26976	+	1704	31	37	24	25	38	35
gene:YOL155W-A	XV	27084	27218	+	135	2	0	0	0	0	0
gene:YOL155C	XV	28703	31606	-	2904	7058	6097	10921	8121	6878	11084
gene:YOL154W	XV	34658	35407	+	750	350	321	241	358	302	435
gene:YOL152W	XV	40748	42610	+	1863	81	132	89	104	122	153
gene:YOL151W	XV	43694	44722	+	1029	11544	18297	12710	11475	11327	12631
gene:YOL150C	XV	44473	44784	-	312	5	6	8	2	3	6
gene:YOL149W	XV	44938	45633	+	696	1528	1043	456	1110	995	1278
gene:YOL148C	XV	45760	47574	-	1815	2487	1531	1377	1676	1663	1979
gene:YOL147C	XV	47933	48643	-	711	3636	8491	7194	3632	4217	3559
gene:YOL146W	XV	48864	49448	+	585	582	520	168	474	407	399
gene:YOL145C	XV	49555	52788	-	3234	7408	3319	3597	6485	5643	7062
gene:YOL144W	XV	53098	54552	+	1455	981	258	243	1338	1060	1469
gene:YOL143C	XV	54595	55104	-	510	1848	2747	1793	1765	2094	1785
